価格,占有面積,所在地,バルコニー,沿線・駅,間取り,築年月,地下鉄,市電,ＪＲ,徒歩,バス,停歩
1650,81.87,北海道札幌市厚別区厚別東五条３,8.47,ＪＲ函館本線「森林公園」徒歩11分,3LDK,1997/2,0,0,1,11,,,
1650,71.06,北海道札幌市東区北四十四条東１４,6.52,地下鉄東豊線「栄町」徒歩7分,3LDK,1993/3,1,0,0,7,,,
1650,169.77,北海道札幌市中央区宮の森三条４,-,地下鉄東西線「西２８丁目」徒歩9分,3LDK+S（納戸）,1991/3,1,0,0,9,,,
1650,86.27,北海道札幌市白石区東札幌六条６,10.29,地下鉄東西線「白石」徒歩6分,4LDK,1995/1,1,0,0,6,,,
1650,71.06,北海道札幌市東区北四十四条東１４,6.52,地下鉄東豊線「栄町」徒歩6分,3LDK,1993/3,1,0,0,6,,,
1650,82.54,北海道札幌市豊平区豊平二条８,-,地下鉄東西線「菊水」徒歩8分,2LDK,2000/11,1,0,0,8,,,
1650,49.57,北海道札幌市中央区大通西２４,8.29,地下鉄東西線「円山公園」徒歩3分,ワンルーム,1985/12,1,0,0,3,,,
1650,71.06,北海道札幌市東区北四十四条東１４-2-15,6.52,地下鉄東豊線「栄町」徒歩6分,3LDK,1993/3,1,0,0,6,,,
1680,91.62,北海道札幌市厚別区厚別中央三条５,8.94,地下鉄東西線「新さっぽろ」徒歩6分,4LDK,1981/11,1,0,0,6,,,
1680,92.65,北海道札幌市北区新琴似九条２,7.98,ＪＲ札沼線「新琴似」徒歩2分,4LDK,1982/11,0,0,1,2,,,
1680,91.62,北海道札幌市厚別区厚別中央三条５,8.94,地下鉄東西線「新さっぽろ」徒歩5分,4LDK,1981/11,1,0,0,5,,,
1680,83.88,北海道札幌市西区発寒五条４,9.23,ＪＲ函館本線「発寒中央」徒歩9分,4LDK,1991/3,0,0,1,9,,,
1680,73.62,北海道札幌市中央区南十二条西１２-1-35,9.6,札幌市電「西線１１条」徒歩5分,3LDK,1993/8,0,1,0,5,,,
1680,91.62,北海道札幌市厚別区厚別中央三条５,8.94,地下鉄東西線「新さっぽろ」徒歩5分,4LDK,1981/11,1,0,0,5,,,
1680,91.62,北海道札幌市厚別区厚別中央三条５,8.94,地下鉄東西線「新さっぽろ」徒歩5分,4LDK,1981/11,1,0,0,5,,,
1680,91.62,北海道札幌市厚別区厚別中央三条５,8.94,地下鉄東西線「新さっぽろ」徒歩5分,4LDK,1981/11,1,0,0,5,,,
1680,91.62,北海道札幌市厚別区厚別中央三条５,8.94,地下鉄東西線「新さっぽろ」徒歩5分,4LDK,1981/11,1,0,0,5,,,
1680,91.62,北海道札幌市厚別区厚別中央三条５,8.94,地下鉄東西線「新さっぽろ」徒歩5分,4LDK,1981/11,1,0,0,5,,,
1680,84.98,北海道札幌市厚別区厚別中央四条４,9.49,ＪＲ函館本線「厚別」徒歩6分,3LDK,1982/11,0,0,1,6,,,
1680,84.98,北海道札幌市厚別区厚別中央四条４-5-5,9.49,ＪＲ函館本線「厚別」徒歩6分,3LDK,1982/,0,0,1,6,,,
1680,52.67,北海道札幌市西区琴似一条２,8.05,地下鉄東西線「琴似」徒歩5分,2LDK,1983/12,1,0,0,5,,,
1680,91.62,北海道札幌市厚別区厚別中央三条５,8.94,地下鉄東西線「新さっぽろ」徒歩5分,4LDK,1981/11,1,0,0,5,,,
1680,84.98,北海道札幌市厚別区厚別中央四条４,9.49,ＪＲ函館本線「厚別」徒歩6分,3LDK,1982/11,0,0,1,6,,,
1680,84.98,北海道札幌市厚別区厚別中央四条４-５－５,9.49,ＪＲ函館本線「厚別」徒歩6分,3LDK,1982/11,0,0,1,6,,,
1680,73.62,北海道札幌市中央区南十二条西１２-１－３５,9.6,札幌市電「西線１１条」徒歩5分,3LDK,1993/8,0,1,0,5,,,
1680,73.62,北海道札幌市中央区南十二条西１２-1-35,9.6,札幌市電「西線１１条」徒歩5分,3LDK,1993/8,0,1,0,5,,,
1680,89.14,北海道札幌市豊平区西岡四条７-8-3,22.16,地下鉄南北線「澄川」バス9分停歩1分,4LDK,1991/12,1,0,0,,9,1,
1680,78.7,北海道札幌市中央区北八条西２４,8.72,地下鉄東西線「二十四軒」徒歩9分,3LDK,1995/9,1,0,0,9,,,
1680,80.42,北海道札幌市北区新琴似十一条１,6.92,地下鉄南北線「麻生」徒歩8分,2LDK,1990/9,1,0,0,8,,,
1680,91.68,北海道札幌市厚別区厚別南１-１０－１,7.36,地下鉄東西線「ひばりが丘」徒歩2分,4LDK,1984/8,1,0,0,2,,,
1680,110.7,北海道札幌市中央区北五条西２９,-,地下鉄東西線「西２８丁目」徒歩2分,2LDK+S（納戸）,1974/9,1,0,0,2,,,
1680,80.19,北海道札幌市中央区南十九条西１６,8.96,札幌市電「ロープウェイ入口」徒歩4分,3LDK,1995/7,0,1,0,4,,,
1680,93.73,北海道札幌市豊平区西岡四条７,22.16,地下鉄東豊線「月寒中央」バス13分停歩1分,4LDK,1991/12,1,0,0,,13,1,
1680,73.62,北海道札幌市中央区南十二条西１２,9.6,札幌市電「西線１１条」徒歩6分,3LDK,1993/8,0,1,0,6,,,
1680,89.41,北海道札幌市白石区菊水九条４,9.02,地下鉄東西線「東札幌」徒歩13分,4LDK,1995/3,1,0,0,13,,,
1680,64.8,北海道札幌市中央区北四条東２,3.98,地下鉄東豊線「さっぽろ」徒歩5分,3LDK,1974/6,1,0,0,5,,,
1680,76.59,北海道札幌市中央区南十二条西２１,13.32,地下鉄東西線「円山公園」バス10分停歩1分,3LDK,1994/9,1,0,0,,10,1,
1680,145.46,北海道札幌市豊平区平岸八条１２-3-55,17.29,地下鉄南北線「南平岸」徒歩13分,4LDK,1991/10,1,0,0,13,,,
1680,78.49,北海道札幌市東区北五条東１１,14.66,ＪＲ函館本線「苗穂」徒歩7分,3LDK,1995/8,0,0,1,7,,,
1680,78.49,北海道札幌市東区北五条東１１,14.66,ＪＲ函館本線「苗穂」徒歩7分,3LDK,1995/8,0,0,1,7,,,
1680,110.7,北海道札幌市中央区北五条西２９,-,地下鉄東西線「西２８丁目」徒歩2分,2LDK+S（納戸）,1974/9,1,0,0,2,,,
1680,52.67,北海道札幌市西区琴似一条２,8.05,地下鉄東西線「琴似」徒歩5分,2LDK,1983/12,1,0,0,5,,,
1680,91.62,北海道札幌市厚別区厚別中央三条５,8.94,ＪＲ千歳線「新札幌」徒歩9分,4LDK,1981/11,0,0,1,9,,,
1680,84.98,北海道札幌市厚別区厚別中央四条４,9.49,ＪＲ函館本線「厚別」徒歩6分,3LDK,1982/11,0,0,1,6,,,
1680,63.14,北海道札幌市白石区南郷通１丁目北,7.94,地下鉄東西線「白石」徒歩4分,2LDK,1991/10,1,0,0,4,,,
1690,90.15,北海道札幌市北区百合が原７,-,ＪＲ札沼線「百合が原」徒歩6分,4LDK,1998/2,0,0,1,6,,,
1690,89.87,北海道札幌市白石区東札幌二条６,3.8,地下鉄東西線「白石」徒歩1分,3LDK,1976/3,1,0,0,1,,,
1690,82.8,北海道札幌市中央区南十七条西１７-2-10,4.41,札幌市電「西線１６条」徒歩5分,4LDK,1986/11,0,1,0,5,,,
1690,89.87,北海道札幌市白石区東札幌二条６,11.37,地下鉄東西線「白石」徒歩1分,3LDK,1976/3,1,0,0,1,,,
1690,82.8,北海道札幌市中央区南十七条西１７-2-10,4.41,札幌市電「西線１６条」徒歩5分,4LDK,1986/11,0,1,0,5,,,
1690,90.15,北海道札幌市北区百合が原７,13.14,ＪＲ札沼線「百合が原」徒歩7分,4LDK,1998/2,0,0,1,7,,,
1690,85.54,北海道札幌市東区伏古九条５,18.39,地下鉄東豊線「環状通東」バス7分停歩3分,3LDK,1993/3,1,0,0,,7,3,
1690,53.9,北海道札幌市中央区北一条西１０,7.68,地下鉄東西線「西１１丁目」徒歩3分,ワンルーム,1984/9,1,0,0,3,,,
1690,89.87,北海道札幌市白石区東札幌二条６-５－１,3.8,地下鉄東西線「白石」徒歩1分,3LDK,1976/3,1,0,0,1,,,
1690,90.15,北海道札幌市北区百合が原７-４－１２,13.14,ＪＲ札沼線「百合が原」徒歩7分,4LDK,1998/2,0,0,1,7,,,
1690,90.15,北海道札幌市北区百合が原７-４－１２,13.14,ＪＲ札沼線「百合が原」徒歩7分,4LDK,1998/2,0,0,1,7,,,
1690,85.54,北海道札幌市東区伏古九条５,18.39,中央バス「伏古8条4丁目」徒歩3分,3LDK,1993/3,0,0,0,3,,,
1690,85.54,北海道札幌市東区伏古九条５,18.39,中央バス「伏古8条4丁目」徒歩3分,3LDK,1993/3,0,0,0,3,,,
1690,85.54,北海道札幌市東区伏古九条５,18.39,地下鉄東豊線「環状通東」バス7分停歩3分,3LDK,1993/3,1,0,0,,7,3,
1690,90.15,北海道札幌市北区百合が原７,13.14,ＪＲ札沼線「百合が原」徒歩7分,4LDK,1998/2,0,0,1,7,,,
1690,85.54,北海道札幌市東区伏古九条５-１－１,18.39,中央バス「伏古８条４丁目」徒歩3分,3LDK,1993/3,0,0,0,3,,,
1690,85.54,北海道札幌市東区伏古九条５,18.39,地下鉄東豊線「環状通東」バス7分停歩3分,3LDK,1993/3,1,0,0,,7,3,
1690,85.54,北海道札幌市東区伏古九条５,18.39,地下鉄東豊線「環状通東」バス7分停歩3分,3LDK,1993/3,1,0,0,,7,3,
1690,90.15,北海道札幌市北区百合が原７,13.14,ＪＲ札沼線「百合が原」徒歩7分,4LDK,1998/2,0,0,1,7,,,
1697,64.42,北海道札幌市西区二十四軒一条７,25.8,地下鉄東西線「西２８丁目」徒歩8分,3LDK,1996/12,1,0,0,8,,,
1698,92.74,北海道札幌市清田区平岡公園東６-1-3,7.94,地下鉄東西線「新さっぽろ」バス14分停歩1分,4LDK,1997/3,1,0,0,,14,1,
1698,87.33,北海道札幌市清田区平岡公園東６-1-3,7.94,JR・中央バス「東栄通」徒歩1分,4LDK,1997/3,0,0,0,1,,,
1698,88.99,北海道札幌市清田区平岡公園東６,7.76,地下鉄東西線「新さっぽろ」バス14分停歩1分,4LDK,1996/9,1,0,0,,14,1,
1698,88.99,北海道札幌市清田区平岡公園東６-1-2,7.76,地下鉄東西線「新さっぽろ」バス14分停歩1分,4LDK,1996/9,1,0,0,,14,1,
1698,86.15,北海道札幌市北区新川三条３,15.94,ＪＲ札沼線「新川」徒歩5分,4LDK,1990/1,0,0,1,5,,,
1698,86.15,北海道札幌市北区新川三条３,15.94,ＪＲ札沼線「新川」徒歩5分,4LDK,1990/1,0,0,1,5,,,
1698,114.69,北海道札幌市豊平区月寒東一条１７,3.11,地下鉄東豊線「福住」徒歩13分,5LDK,1997/3,1,0,0,13,,,
1698,56.42,北海道札幌市中央区北四条西１４,10.54,地下鉄東西線「西１８丁目」徒歩12分,2LDK,1991/10,1,0,0,12,,,
1700,84.77,北海道札幌市豊平区平岸四条５,11.96,地下鉄東豊線「豊平公園」徒歩5分,3LDK,1998/2,1,0,0,5,,,
1700,73.22,北海道札幌市豊平区月寒東一条１５,10.79,地下鉄東豊線「福住」徒歩2分,3LDK,1995/2,1,0,0,2,,,
1720,81.59,北海道札幌市白石区栄通１,8.21,地下鉄東西線「白石」徒歩7分,3LDK,1987/11,1,0,0,7,,,
1720,71.97,北海道札幌市豊平区平岸三条１８,8.82,地下鉄南北線「澄川」徒歩7分,2LDK+S（納戸）,1982/3,1,0,0,7,,,
1720,71.25,北海道札幌市中央区北三条西１３,20.07,地下鉄東西線「西１１丁目」徒歩12分,3LDK,1991/7,1,0,0,12,,,
1730,90.19,北海道札幌市豊平区豊平三条６,9.52,地下鉄東豊線「学園前」徒歩8分,4LDK,1995/11,1,0,0,8,,,
1730,90.19,北海道札幌市豊平区豊平三条６,9.52,地下鉄東豊線「学園前」徒歩8分,4LDK,1995/11,1,0,0,8,,,
1730,90.19,北海道札幌市豊平区豊平三条６,9.52,地下鉄東豊線「学園前」徒歩8分,4LDK,1995/11,1,0,0,8,,,
1730,90.19,北海道札幌市豊平区豊平三条６,9.52,地下鉄東西線「菊水」徒歩8分,4LDK,1995/11,1,0,0,8,,,
1730,90.19,北海道札幌市豊平区豊平三条６,9.52,地下鉄東豊線「学園前」徒歩8分,4LDK,1995/11,1,0,0,8,,,
1740,76.08,北海道札幌市中央区北四条東２-７－１,8.44,地下鉄南北線「さっぽろ」徒歩8分,2LDK,1982/12,1,0,0,8,,,
1740,80.64,北海道札幌市厚別区大谷地東３-4-5,15.02,地下鉄東西線「大谷地」徒歩4分,3LDK,1988/11,1,0,0,4,,,
1750,94.23,北海道札幌市西区山の手五条９,6.41,地下鉄東西線「琴似」バス7分停歩4分,4LDK,1995/8,1,0,0,,7,4,
1750,71.7,北海道札幌市豊平区平岸五条１２,10.25,地下鉄南北線「南平岸」徒歩7分,3LDK,1994/11,1,0,0,7,,,
1750,71.7,北海道札幌市豊平区平岸五条１２,10.25,地下鉄南北線「南平岸」徒歩7分,3LDK,1994/11,1,0,0,7,,,
1750,71.7,北海道札幌市豊平区平岸五条１２,10.25,地下鉄南北線「南平岸」徒歩7分,3LDK,1994/11,1,0,0,7,,,
1760,88.3,北海道札幌市白石区平和通３丁目北,17.12,ＪＲ千歳線「白石」徒歩2分,4LDK,1991/10,0,0,1,2,,,
1770,83.88,北海道札幌市西区発寒五条４,9.23,地下鉄東西線「発寒南」徒歩9分,3LDK,1991/3,1,0,0,9,,,
1780,109.06,北海道札幌市北区百合が原７,12.54,ＪＲ札沼線「百合が原」徒歩6分,5LDK,1998/2,0,0,1,6,,,
1780,62.1,北海道札幌市中央区南四条西２５,12.76,地下鉄東西線「円山公園」徒歩5分,2LDK,1987/10,1,0,0,5,,,
1780,82.79,北海道札幌市厚別区大谷地東７,7.24,地下鉄東西線「大谷地」徒歩10分,3LDK,1996/12,1,0,0,10,,,
1780,55.26,北海道札幌市中央区南八条西１-1-1,7.2,地下鉄東豊線「豊水すすきの」徒歩4分,2LDK,1985/3,1,0,0,4,,,
1780,74.5,北海道札幌市中央区北四条西２８,9.45,地下鉄東西線「西２８丁目」徒歩1分,3LDK+S（納戸）,1981/4,1,0,0,1,,,
1780,112.72,北海道札幌市白石区東札幌三条２,8.99,地下鉄東西線「東札幌」徒歩1分,4LDK,1978/11,1,0,0,1,,,
1780,74.5,北海道札幌市中央区北四条西２８-１－１２,9.45,地下鉄東西線「西２８丁目」徒歩1分,3LDK,1981/4,1,0,0,1,,,
1780,62.24,北海道札幌市中央区南四条西２５,12.7,地下鉄東西線「円山公園」徒歩5分,2LDK,1987/10,1,0,0,5,,,
1780,62.24,北海道札幌市中央区南四条西２５,12.76,地下鉄東西線「円山公園」徒歩5分,2LDK,1987/10,1,0,0,5,,,
1780,75.62,北海道札幌市中央区宮の森三条４,14.26,地下鉄東西線「西２８丁目」徒歩9分,3LDK,1998/2,1,0,0,9,,,
1780,87.8,北海道札幌市厚別区大谷地東７,16.77,地下鉄東西線「大谷地」徒歩8分,4LDK,1994/2,1,0,0,8,,,
1780,74.5,北海道札幌市中央区北四条西２８,9.45,地下鉄東西線「西２８丁目」徒歩1分,3LDK+S（納戸）,1981/4,1,0,0,1,,,
1780,75.23,北海道札幌市中央区北五条西２３,19.36,地下鉄東西線「西２８丁目」徒歩7分,2LDK,1997/1,1,0,0,7,,,
1780,76.22,北海道札幌市北区北三十四条西９-2-1,7.08,地下鉄南北線「麻生」徒歩10分,3LDK,1993/3,1,0,0,10,,,
1780,80.97,北海道札幌市白石区南郷通２１丁目南,19.75,地下鉄東西線「南郷１８丁目」徒歩9分,3LDK,1997/3,1,0,0,9,,,
1780,90.37,北海道札幌市西区発寒十条２-9-19,10,ＪＲ函館本線「発寒中央」徒歩7分,4LDK,1991/6,0,0,1,7,,,
1790,74.11,北海道札幌市北区北四十条西５-5-25,3.64,地下鉄南北線「麻生」徒歩1分,1LDK+S（納戸）,1983/11,1,0,0,1,,,
1790,79.96,北海道札幌市手稲区星置一条３,-,ＪＲ函館本線「星置」徒歩3分,3LDK,1990/11,0,0,1,3,,,
1790,104.02,北海道札幌市厚別区大谷地西１-10-5,10.8,地下鉄東西線「大谷地」徒歩13分,4LDK,1990/11,1,0,0,13,,,
1790,74.11,北海道札幌市北区北四十条西５,3.64,地下鉄南北線「麻生」徒歩1分,1DK+S（納戸）,1983/11,1,0,0,1,,,
1790,74.11,北海道札幌市北区北四十条西５,3.64,地下鉄南北線「麻生」徒歩1分,1LDK+S（納戸）,1983/11,1,0,0,1,,,
1790,74.1,北海道札幌市北区北四十条西５,3.6,地下鉄南北線「麻生」徒歩1分,1LDK+S（納戸）,1983/11,1,0,0,1,,,
1790,104.02,北海道札幌市厚別区大谷地西１-10-5,10.8,地下鉄東西線「大谷地」徒歩13分,4LDK,1990/11,1,0,0,13,,,
1790,90.19,北海道札幌市豊平区豊平三条６-１－１５,9.52,地下鉄東豊線「学園前」徒歩8分,4LDK,1995/11,1,0,0,8,,,
1790,90.19,北海道札幌市豊平区豊平三条６-1-15,9.52,地下鉄東西線「菊水」徒歩8分,4LDK,1995/11,1,0,0,8,,,
1790,104.02,北海道札幌市厚別区大谷地西１,10.8,地下鉄東西線「大谷地」徒歩13分,4LDK,1991/11,1,0,0,13,,,
1790,90.19,北海道札幌市豊平区豊平三条６,9.52,地下鉄東豊線「学園前」徒歩8分,4LDK,1995/11,1,0,0,8,,,
1790,104.02,北海道札幌市厚別区大谷地西１-１０－５,10.8,地下鉄東西線「大谷地」徒歩13分,4LDK,1991/11,1,0,0,13,,,
1790,74.11,北海道札幌市北区北四十条西５-5-25,3.64,地下鉄南北線「麻生」徒歩1分,1LDK+S（納戸）,1983/11,1,0,0,1,,,
1790,74.11,北海道札幌市北区北四十条西５-５－２５,3.64,地下鉄南北線「麻生」徒歩1分,1DK+S（納戸）,1983/11,1,0,0,1,,,
1790,74.11,北海道札幌市北区北四十条西５,3.64,地下鉄南北線「麻生」徒歩1分,1LDK+S（納戸）,1983/11,1,0,0,1,,,
1790,104.02,北海道札幌市厚別区大谷地西１,10.8,地下鉄東西線「大谷地」徒歩13分,4LDK,1990/11,1,0,0,13,,,
1790,81.26,北海道札幌市東区北四十七条東１７,4.79,地下鉄東豊線「栄町」徒歩9分,3LDK,1990/5,1,0,0,9,,,
1790,74.11,北海道札幌市北区北四十条西５,3.64,地下鉄南北線「麻生」徒歩1分,2LDK,1983/11,1,0,0,1,,,
1790,81.26,北海道札幌市東区北四十七条東１７,4.79,地下鉄東豊線「栄町」徒歩9分,3LDK,1990/5,1,0,0,9,,,
1790,81.26,北海道札幌市東区北四十七条東１７,4.79,地下鉄東豊線「栄町」徒歩9分,3LDK,1990/5,1,0,0,9,,,
1790,81.26,北海道札幌市東区北四十七条東１７,4.79,地下鉄東豊線「栄町」徒歩9分,3LDK,1990/5,1,0,0,9,,,
1790,81.26,北海道札幌市東区北四十七条東１７,4.79,地下鉄東豊線「栄町」徒歩9分,3LDK,1990/5,1,0,0,9,,,
1790,81.26,北海道札幌市東区北四十七条東１７,4.79,地下鉄東豊線「栄町」徒歩9分,3LDK,1990/5,1,0,0,9,,,
1798,95.06,北海道札幌市白石区本通２丁目南4-8,7.89,ＪＲ函館本線「白石」徒歩13分,4LDK,1988/10,0,0,1,13,,,
1798,80.48,北海道札幌市南区真駒内上町１,9.72,地下鉄南北線「真駒内」徒歩14分,3LDK,2008/2,1,0,0,14,,,
1798,95.06,北海道札幌市白石区本通２丁目南４番８,7.89,ＪＲ函館本線「白石」徒歩13分,4LDK,1988/10,0,0,1,13,,,
1798,95.06,北海道札幌市白石区本通２丁目南4-8,7.89,ＪＲ千歳線「白石」徒歩13分,4LDK,1998/10,0,0,1,13,,,
1798,95.06,北海道札幌市白石区本通２丁目南,7.89,ＪＲ千歳線「白石」徒歩12分,4LDK,1988/10,0,0,1,12,,,
1798,95.06,北海道札幌市白石区本通２丁目南4番8,7.89,ＪＲ函館本線「白石」徒歩13分,4LDK,1988/10,0,0,1,13,,,
1798,95.06,北海道札幌市白石区本通２丁目南,7.89,ＪＲ函館本線「白石」徒歩15分,4LDK,1988/10,0,0,1,15,,,
1798,95.06,北海道札幌市白石区本通２丁目南,7.89,地下鉄東西線「白石」徒歩11分,4LDK,1988/10,1,0,0,11,,,
1798,95.06,北海道札幌市白石区本郷通２丁目南,7.89,ＪＲ函館本線「白石」徒歩13分,4LDK,1988/10,0,0,1,13,,,
1798,95.06,北海道札幌市白石区本通２丁目南,7.89,ＪＲ函館本線「白石」徒歩13分,4LDK,1988/10,0,0,1,13,,,
1850,74.11,北海道札幌市北区北四十条西５,3.64,地下鉄南北線「麻生」徒歩1分,1LDK+S（納戸）,1983/11,1,0,0,1,,,
1850,74.4,北海道札幌市中央区南六条西２０,4.77,地下鉄東西線「西１８丁目」徒歩11分,3LDK,1994/8,1,0,0,11,,,
1850,76.86,北海道札幌市西区山の手一条４,11.82,地下鉄東西線「琴似」徒歩14分,3LDK,1994/8,1,0,0,14,,,
1850,70.39,北海道札幌市中央区北一条東１０-15-82,12,地下鉄東西線「バスセンター前」徒歩10分,3LDK,1995/11,1,0,0,10,,,
1860,74.28,北海道札幌市西区八軒一条東２,2.7,ＪＲ函館本線「琴似」徒歩5分,3LDK,1989/1,0,0,1,5,,,
1860,74.28,北海道札幌市西区八軒一条東２-２－３３,2.7,ＪＲ函館本線「琴似」徒歩5分,3LDK,1989/1,0,0,1,5,,,
1880,78.75,北海道札幌市東区北十五条東５,9.82,地下鉄東豊線「東区役所前」徒歩8分,3LDK,1987/11,1,0,0,8,,,
1880,78.75,北海道札幌市東区北十五条東５,9.82,地下鉄東豊線「東区役所前」徒歩8分,3LDK,1987/11,1,0,0,8,,,
